name,url_pc,Désignation,Marque,Modèle,Système d'exploitation,Famille OS,Langue de l'OS,Système d'exploitation fourni,Marque processeur,Processeur,Type de processeur,Fréquence CPU,Nombre de core,Taille de la mémoire,Nombre de barrettes,Nombre de slots mémoire disponibles,Type de mémoire,Fréquence(s) Mémoire,Taille de mémoire Max,GPU series,Chipset graphique,Max-Q (Design GPU),NVIDIA Studio,Ecran tactile,Type de Dalle,Type d'écran,Taille de l'écran,Résolution Max,Format de l'écran,Ecran large,Dalle mate/antireflets,Dalle brillante,NVIDIA G-SYNC,VR Ready (réalité virtuelle),Taux de rafraîchissement,Luminosité,Configuration disque(s),Disque fourni,Disque secondaire,Type de Disque,Interface du disque dur,Nombre de disques,Nombre de disques max,Lecteur Optique,Lecteur de cartes,Norme(s) réseau,Norme(s) réseau sans-fil,Technologie Intel vPro,Sans-fil,Webcam,Type de H.P,Intel Evo,Norme du clavier,Localisation,Clavier rétroéclairé,Clavier RGB,Pavé numérique,Lecteur biométrique,Office fourni,Connecteur(s) disponible(s),Matériau,Couleur,Profondeur,Largeur,Epaisseur,Poids,Gamme,Ultrabook,Hybride / Convertible,DAS tronc,DAS membres,Indice réparabilité (sur 10),Autonomie,Capacité de la batterie,Nombre de cellules,Batterie amovible,Charge de la batterie par USB-C,Garantie commerciale,Garantie légale,Documentation,img_url,price,Technologie Bluetooth,Performances NPU (en milliard d'opérations par seconde),Emplacement(s) libre(s) pour disque dur,Epaisseur Avant,Epaisseur Arrière,Taille mémoire vidéo,Type mémoire vidéo,NPU (Neural Processing Unit),TGP (Total Graphics Power),Chipset,url,Gamme Macbook,Année de sortie,Capacité,Graveur DVD,Type de lecteur / graveur,Microphone intégré,Touches Multimédia,Sortie HDMI,Capacité du chargeur,Bureautique,Gamer,Graphisme,Internet,Multimédia,Professionnel
ASUS Zenbook S 16 OLED UM5606KA-RK002W,https://www.ldlc.com/fiche/PB00663748.html,ASUS Zenbook S 16 OLED UM5606KA-RK002W,"ASUS

                      ASUS",90NB1521-M00170,Windows 11 Famille,Microsoft Windows 11,Français,Oui,AMD,AMD Ryzen 7,AMD Ryzen AI 7 350 (8-Core 2 GHz / 5 GHz Turbo - 16 Threads - Cache 16 Mo),5                            GHz,8.0,16                            Go,1.0,0.0,DDR5,,16                            Go,AMD Radeon,AMD Radeon 860M,Non,Non,Non,Dalle OLED,OLED,16                            pouces,2880 x 1800 pixels,16/10,Oui,Non,Oui,Non,Non,120 Hz,400                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",1.0,1.0,Aucun,SD (Secure Digital),,Wi-Fi 7,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Non,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    USB 4 Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.1",,Gris,243                            mm,353.6                            mm,,1.5                            kg,ASUS Zenbook,Oui,Non,0.298                            W/kg,0.298                            W/kg,8.3,,78                            Wh,4.0,Non,Oui,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/20/74/LD0006207444.jpg, 649€95,Bluetooth 5.4,50                            TOPS,Aucun,1.19                            mm,1.29                            mm,,,AMD XDNA,,,,,,,,,,,,,0,0,0,0,0,1
ASUS Zenbook S 16 OLED UM5606WA-RJ390W,https://www.ldlc.com/fiche/PB00691285.html,ASUS Zenbook S 16 OLED UM5606WA-RJ390W,"ASUS

                      ASUS",90NB13M3-M00PW0,Windows 11 Famille,Microsoft Windows 11,Français,Oui,AMD,AMD Ryzen AI,AMD Ryzen AI 9 HX 370 (12-Core 2 GHz / 5.1 GHz Turbo - 24 Threads - Cache 24 Mo),2                            GHz,12.0,32                            Go,1.0,0.0,DDR5,,32                            Go,AMD Radeon,AMD Radeon 890M,Non,Non,Oui,Dalle OLED,OLED tactile,16                            pouces,2880 x 1800 pixels,16/10,Oui,Non,Oui,Non,Non,120 Hz,400                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1.0,,Aucun,SD (Secure Digital),,Wi-Fi 7,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Non,Non,Non,"2 X                                                                                                                                                                                                 
                                                                                    USB 4 Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Gris,243                            mm,353.6                            mm,,1.5                            kg,ASUS Zenbook,Oui,Non,0.298                            W/kg,0.298                            W/kg,9.3,,78                            Wh,4.0,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/25/62/LD0006256215.jpg, 649€95,Bluetooth 5.4,50                            TOPS,,1.19                            mm,1.29                            mm,,,AMD XDNA,,,,,,,,,,,,,0,0,0,0,0,1
ASUS Zenbook S 16 OLED UM5606WA-RK084X,https://www.ldlc.com/fiche/PB00627246.html,ASUS Zenbook S 16 OLED UM5606WA-RK084X,"ASUS

                      ASUS",90NB13M2-M003B0,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,AMD,AMD Ryzen AI,AMD Ryzen AI 9 HX 370 (12-Core 2 GHz / 5.1 GHz Turbo - 24 Threads - Cache 24 Mo),2                            GHz,12.0,32                            Go,1.0,0.0,DDR5,,32                            Go,AMD Radeon,AMD Radeon 890M,Non,Non,Non,Dalle OLED,OLED,16                            pouces,2880 x 1800 pixels,16/10,Oui,Non,Oui,Non,Non,120 Hz,400                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1.0,,Aucun,SD (Secure Digital),,Wi-Fi 7,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Non,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    USB 4 Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle",,Blanc,243                            mm,353.6                            mm,,1.5                            kg,ASUS Zenbook,Oui,Non,0.298                            W/kg,0.298                            W/kg,8.4,,78                            Wh,4.0,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/15/07/LD0006150740.jpg, 649€95,Bluetooth 5.4,50                            TOPS,,1.19                            mm,1.29                            mm,,,AMD XDNA,,,,,,,,,,,,,0,0,0,0,0,1
ASUS TUF Gaming A17 TUF707NVR-HX020,https://www.ldlc.com/fiche/PB00696329.html,ASUS TUF Gaming A17 TUF707NVR-HX020,"ASUS

                      ASUS",90NR0JJ6-M000W0,Sans OS,Sans OS,,Non,AMD,AMD Ryzen 7,AMD Ryzen 7 7435HS (Octo Core 3.1 GHz / 4.5 GHz Turbo - 16 Threads - Cache 16 Mo),4.5                            GHz,8.0,16                            Go,2.0,0.0,DDR5,DDR5 4800 MHz,32                            Go,NVIDIA GeForce RTX 40 series,NVIDIA GeForce RTX 4060,Oui,Oui,Non,Dalle IPS,LED,17.3                            pouces,1920 x 1080 pixels,16/9,Oui,Oui,Non,Non,Non,144 Hz,250                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1.0,2.0,Aucun,Aucun,10/100/1000 Mbps,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Oui,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.1 Type C, 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C",,Noir,264                            mm,395                            mm,,2.6                            kg,ASUS TUF,Non,Non,0.362                            W/kg,0.362                            W/kg,8.6,,90                            Wh,4.0,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/09/19/LD0006091905_0006092187_0006178511_0006262033.jpg, 649€95,Bluetooth 5.2,,,22.9                            mm,25.4                            mm,8                            Go,GDDR6,,140                            W,,,,,,,,,,,,0,1,0,0,0,0
ASUS ExpertBook P3 P3605CVA-MB0017X,https://www.ldlc.com/fiche/PB00683708.html,ASUS ExpertBook P3 P3605CVA-MB0017X,"ASUS

                      ASUS",90NX08C1-M000J0,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core i5,Intel Core i5-13420H (4 Performance-Cores 4.6 GHz Turbo + 4 Efficient-Cores 3.4 GHz Turbo - 12 Threads - Cache 12 Mo),4.6                            GHz,8.0,16                            Go,,,DDR5,,64                            Go,Intel UHD,Intel UHD Graphics,Non,Non,Non,Dalle TN,LED,16                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,300                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E,1.0,1.0,Aucun,Aucun,10/100/1000 Mbps,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Oui,Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Gris,253.9                            mm,358.4                            mm,,1.75                            kg,ASUS ExpertBook,Non,Non,,,9.4,,63                            Wh,3.0,Non,Oui,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/24/26/LD0006242697.jpg, 649€95,Bluetooth 5.3,,Aucun,17.9                            mm,18                            mm,,,,,,,,,,,,,,,,0,0,0,0,0,1
ASUS ProArt P16 OLED H7606WM-ME024W,https://www.ldlc.com/fiche/PB00691387.html,ASUS ProArt P16 OLED H7606WM-ME024W,"ASUS

                      ASUS",90NB15L1-M00210,Windows 11 Famille,Microsoft Windows 11,Français,Oui,AMD,AMD Ryzen AI,AMD Ryzen AI 9 HX 370 (12-Core 2 GHz / 5.1 GHz Turbo - 24 Threads - Cache 24 Mo),2                            GHz,12.0,32                            Go,,0.0,DDR5,,32                            Go,NVIDIA GeForce RTX 50 series,NVIDIA GeForce RTX 5060,,Oui,Oui,Dalle OLED,OLED,16                            pouces,3840 x 2400 pixels,16/10,Oui,Non,Oui,Non,Oui,60 Hz,400                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),,1.0,2.0,Aucun,SD (Secure Digital),,Wi-Fi 7,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Non,Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.1, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 4 Type C, 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C",,Noir,246.9                            mm,354.9                            mm,,1.85                            kg,ASUS ProArt StudioBook,Non,Non,0.298                            W/kg,0.298                            W/kg,8.5,,90                            Wh,4.0,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/25/54/LD0006255418_0006256647.jpg, 649€95,Bluetooth 5.4,50                            TOPS,M.2 - PCI-E NVMe,14.9                            mm,17.3                            mm,8                            Go,GDDR7,AMD XDNA,,,,,,,,,,,,,0,0,1,0,0,1
ASUS ProArt P16 OLED H7606WM-SC054W,https://www.ldlc.com/fiche/PB00686965.html,ASUS ProArt P16 OLED H7606WM-SC054W,"ASUS

                      ASUS",90NB15L1-M003X0,Windows 11 Famille,Microsoft Windows 11,Français,Oui,AMD,AMD Ryzen AI,AMD Ryzen AI 9 HX 370 (12-Core 2 GHz / 5.1 GHz Turbo - 24 Threads - Cache 24 Mo),2                            GHz,12.0,32                            Go,,0.0,DDR5,,32                            Go,NVIDIA GeForce RTX 50 series,NVIDIA GeForce RTX 5060,,Oui,Oui,Dalle OLED,OLED,16                            pouces,3840 x 2400 pixels,16/10,Oui,Non,Oui,Non,Oui,60 Hz,400                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),,1.0,2.0,Aucun,SD (Secure Digital),,Wi-Fi 7,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Non,Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 1 X                                                                                                                                                                                                 
                                                                                    USB 4 Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.1, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Noir,246.9                            mm,354.9                            mm,,1.85                            kg,ASUS ProArt StudioBook,Non,Non,0.298                            W/kg,0.298                            W/kg,8.4,,90                            Wh,4.0,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/25/54/LD0006255418.jpg, 649€95,Bluetooth 5.4,50                            TOPS,M.2 - PCI-E NVMe,14.9                            mm,17.3                            mm,8                            Go,GDDR7,AMD XDNA,,,,,,,,,,,,,0,0,1,0,0,1
ASUS ROG Zephyrus G14 GA403WM-QS047X,https://www.ldlc.com/fiche/PB00691202.html,ASUS ROG Zephyrus G14 GA403WM-QS047X,"ASUS

                      ASUS",90NR0M31-M002N0,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,AMD,AMD Ryzen AI,AMD Ryzen AI 9 HX 370 (12-Core 2 GHz / 5.1 GHz Turbo - 24 Threads - Cache 24 Mo),5.1                            GHz,12.0,32                            Go,1.0,0.0,DDR5,DDR5 8000 MHz,32                            Go,NVIDIA GeForce RTX 50 series,NVIDIA GeForce RTX 5060,Non,Oui,Non,Dalle OLED,OLED,14                            pouces,2880 x 1800 pixels,16/10,Oui,Non,Oui,Oui,Non,120 Hz,600                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E,1.0,1.0,Aucun,micro SD,,Wi-Fi 7,Non,Oui,Oui,6 H.P,Non,AZERTY,Français,Oui,Oui,Non,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    USB 4 Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.1, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Gris,220                            mm,311                            mm,,1.57                            kg,ASUS ROG,Non,Non,,,9.6,,73                            Wh,4.0,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/23/10/LD0006231044_0006255717.jpg, 649€95,Bluetooth 5.4,50                            TOPS,Aucun,15.9                            mm,18.3                            mm,8                            Go,GDDR7,AMD XDNA,,,,,,,,,,,,,0,1,0,0,0,0
ASUS Vivobook 15 X1504VA-BQ2998,https://www.ldlc.com/fiche/PB00691391.html,ASUS Vivobook 15 X1504VA-BQ2998,"ASUS

                      ASUS",90NB13Y2-M00XX0,Sans OS,Sans OS,,Non,Intel,Intel Core 5,Intel Core 5-120U (2 Performance-Cores 1.4 GHz / 5 GHz Turbo + 8 Efficient-Cores 0.9 Ghz / 3.8 GHz Turbo - 12 Threads - Cache 12 Mo),5                            GHz,10.0,16                            Go,2.0,0.0,DDR4,,,Intel Graphics,Intel Graphics,Non,Non,Non,Dalle IPS,LED,15.6                            pouces,1920 x 1080 pixels,16/9,Oui,Oui,Non,Non,Non,60 Hz,250                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1.0,1.0,Aucun,Aucun,,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Non,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 2.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0 Type C",,Argent,232.5                            mm,359.7                            mm,17.9                            mm,1.7                            kg,ASUS Vivobook,Non,Non,0.49                            W/kg,0.49                            W/kg,9.3,,42                            Wh,3.0,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/24/36/LD0006243694_0006256678.jpg, 649€95,Bluetooth 5.2,,Aucun,,,,,,,,,,,,,,,,,,1,0,0,0,1,0
ASUS VivoBook Go 14 E1404GA-EB454W,https://www.ldlc.com/fiche/PB00691364.html,ASUS VivoBook Go 14 E1404GA-EB454W,"ASUS

                      ASUS",90NB0ZW2-M00T70,Windows 11 Famille,Microsoft Windows 11,Français,Oui,Intel,Intel Core i3,Intel Core i3-N305 (Octo-Core 3.8 GHz Turbo - Cache 6 Mo),3.8                            GHz,8.0,8                            Go,,,DDR4,,8                            Go,Intel UHD,Intel UHD Graphics,Non,Non,Non,Dalle IPS,LED,14                            pouces,1920 x 1080 pixels,16/9,Oui,Oui,Non,Non,Non,60 Hz,250                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 3.0 4x,1.0,1.0,Aucun,,,Wi-Fi 6E,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Non,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    USB 3.0 Type C, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    USB 2.0, 1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle",,Noir,213.9                            mm,325.5                            mm,17.9                            mm,1.38                            kg,ASUS Vivobook,Non,Non,0.48                            W/kg,0.48                            W/kg,8.8,,42                            Wh,3.0,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/02/78/LD0006027809_0006050690_0006050714_0006108757_0006255681_0006256462.jpg, 649€95,Bluetooth 5.3,,Aucun,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
ASUS Zenbook 14 OLED UM3406KA-QD172W,https://www.ldlc.com/fiche/PB00691366.html,ASUS Zenbook 14 OLED UM3406KA-QD172W,"ASUS

                      ASUS",90NB14U1-M00HY0,Windows 11 Famille,Microsoft Windows 11,Français,Oui,AMD,AMD Ryzen 7,AMD Ryzen AI 7 350 (8-Core 2 GHz / 5 GHz Turbo - 16 Threads - Cache 16 Mo),5                            GHz,8.0,32                            Go,1.0,0.0,DDR5,,32                            Go,AMD Radeon,AMD Radeon 860M,Non,Non,Non,Dalle OLED,OLED,14                            pouces,1920 x 1200 pixels,16/10,Oui,Non,Oui,Non,Non,60 Hz,400                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",1.0,1.0,Aucun,,,Wi-Fi 6E,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Oui,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 4 Type C, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Noir,220.1                            mm,312.4                            mm,14.9                            mm,1.2                            kg,ASUS Zenbook,Non,Non,0.59                            W/kg,0.59                            W/kg,9.4,,75                            Wh,4.0,Non,Oui,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/14/69/LD0006146973_0006150839_0006207586_0006210310_0006256513.jpg, 649€95,Bluetooth 5.3,50                            TOPS,,,,,,AMD XDNA,,,,,,,,,,,,,0,0,0,0,0,1
ASUS Zenbook 14 OLED UX3405CA-PP285X,https://www.ldlc.com/fiche/PB00657940.html,ASUS Zenbook 14 OLED UX3405CA-PP285X,"ASUS

                      ASUS",90NB14W2-M00B20,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 9,Intel Core Ultra 9 285H (6 Performance-Cores  5.4 GHz Turbo + 8 Efficient-Cores 4.5 GHz Turbo + 2 Cores faible consommation énergétique - 22 Threads - Cache 24 Mo),5.4                            GHz,16.0,32                            Go,1.0,0.0,DDR5,,32                            Go,Intel Arc,,Non,Non,Non,Dalle OLED,OLED,14                            pouces,2880 x 1800 pixels,16/10,Oui,Non,Oui,Non,Non,120 Hz,400                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1.0,1.0,Aucun,,,Wi-Fi 7,Non,Oui,Oui,Intégrés,Oui,AZERTY,Français,Oui,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Argent,220.1                            mm,312.4                            mm,14.9                            mm,1.2                            kg,ASUS Zenbook,Oui,Non,0.298                            W/kg,0.298                            W/kg,8.3,,75                            Wh,4.0,Non,Oui,5 ans vendeur,Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/19/65/LD0006196590.jpg, 649€95,Bluetooth 5.4,,,,,,,Intel AI Boost,,,,,,,,,,,,,1,0,0,0,1,1
ASUS ExpertBook R11 BR1100FKA-BP1874XA,https://www.ldlc.com/fiche/PB00672609.html,ASUS ExpertBook R11 BR1100FKA-BP1874XA,"ASUS

                      ASUS",90NX03A1-M01D60,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Celeron,Intel Celeron N4500 (Dual-Core 1.1 GHz / 2.8 GHz Rafale - Cache 4 Mo),2.8                            GHz,2.0,8                            Go,,,DDR4,,8                            Go,Intel UHD,Intel UHD Graphics,Non,Non,Oui,Dalle TN,LED tactile,11.6                            pouces,1366 x 768 pixels,16/9,Oui,Non,Oui,Non,Non,60 Hz,250                            nit(s),eMMC 128 Go,eMMC 128 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E,1.0,1.0,Aucun,Aucun,,Wi-Fi AC,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Non,Non,Non,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.1 Type C, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    USB 2.0, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Noir,204.9                            mm,294.6                            mm,20                            mm,1.4                            kg,ASUSPRO,Non,Non,,,6.3,,42                            Wh,3.0,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/22/59/LD0006225925.jpg, 649€95,Bluetooth 5.1,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
ASUS P1704VA-AU766X,https://www.ldlc.com/fiche/PB00689151.html,ASUS P1704VA-AU766X,"ASUS

                      ASUS",90NB13X2-M006R0,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core i3,Intel Core i3-1315U (2 Performance-cores 4.5 GHz + 4 Efficient-cores - 3.3 GHz Turbo - 8 Threads - Cache 10 Mo),4.5                            GHz,6.0,8                            Go,1.0,1.0,DDR4,,16                            Go,Intel UHD,Intel UHD Graphics,Non,Non,Non,Dalle IPS,LED,17.3                            pouces,1920 x 1080 pixels,16/9,Oui,Oui,Non,Non,Non,60 Hz,250                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1.0,1.0,Aucun,Aucun,,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,Non,AZERTY,Français,Non,Non,Oui,Non,Non,"2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0 Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 2.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Bleu,254.3                            mm,399.3                            mm,19.9                            mm,2.1                            kg,ASUSPRO,Non,Non,0.581                            W/kg,0.581                            W/kg,9.2,,50                            Wh,3.0,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/14/34/LD0006143450_0006150632_0006250524.jpg, 649€95,Bluetooth 5.2,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0
