,index,Autonomie,Batterie amovible,Capacité de la batterie,Charge de la batterie par USB-C,Chipset,Chipset graphique,Clavier RGB,Clavier rétroéclairé,Configuration disque(s),Connecteur(s) disponible(s),Couleur,DAS membres,DAS tronc,Dalle brillante,Dalle mate/antireflets,Disque fourni,Disque secondaire,Documentation,Désignation,Ecran large,Ecran tactile,Emplacement(s) libre(s) pour disque dur,Epaisseur,Epaisseur Arrière,Epaisseur Avant,Famille OS,Format de l'écran,Fréquence CPU,Fréquence(s) Mémoire,GPU series,Gamme,Garantie commerciale,Garantie légale,Hybride / Convertible,Indice réparabilité (sur 10),Intel Evo,Interface du disque dur,Langue de l'OS,Largeur,Lecteur Optique,Lecteur biométrique,Lecteur de cartes,Localisation,Luminosité,Marque,Marque processeur,Matériau,Max-Q (Design GPU),Modèle,NPU (Neural Processing Unit),NVIDIA G-SYNC,NVIDIA Studio,Nombre de barrettes,Nombre de cellules,Nombre de core,Nombre de disques,Nombre de disques max,Nombre de slots mémoire disponibles,Norme du clavier,Norme(s) réseau,Norme(s) réseau sans-fil,Office fourni,Pavé numérique,Performances NPU (en milliard d'opérations par seconde),Plateforme (Proc.),Poids,Processeur,Profondeur,Résolution Max,Sans-fil,Système d'exploitation,Système d'exploitation fourni,TGP (Total Graphics Power),Taille de l'écran,Taille de la mémoire,Taille de mémoire Max,Taille mémoire vidéo,Taux de rafraîchissement,Technologie Bluetooth,Technologie Intel vPro,Type d'écran,Type de Dalle,Type de Disque,Type de H.P,Type de mémoire,Type de processeur,Type mémoire vidéo,Ultrabook,VR Ready (réalité virtuelle),Webcam,img_url,price,url,name,Gamme Macbook,Année de sortie,Capacité,Graveur DVD,Type de lecteur / graveur,Microphone intégré,Touches Multimédia,Sortie HDMI,Capacité du chargeur,Bureautique,Gamer,Graphisme,Internet,Multimédia,Professionnel,reference CPU,CPU_benchmark_single_core,CPU_benchmark_multi_core,reference GPU,geekbench,3d_mark,price_float,CPU_multi_core_score_by_euro,GPU_CPU_score_by_euro
194,194,,Non,75                            Wh,Oui,,Intel Arc Graphics 140T,Non,Non,SSD 1 To,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",Gris,0.83                            W/kg,0.83                            W/kg,Oui,Non,SSD 1 To,Sans disque secondaire,,ASUS ZenBook DUO UX8406CA-PZ246W,Oui,Oui,,,19.9                            mm,14.6                            mm,Microsoft Windows 11,16/10,5.4                            GHz,,Intel Arc,ASUS Zenbook,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,9.4,Non,M.2 - PCI-E 4.0 4x,Français,313.5                            mm,Aucun,Non,Aucun,Français,400                            nit(s),"ASUS

                      ASUS",Intel,,Non,90NB14X1-M00DP0,Intel AI Boost,Non,Non,1.0,4.0,16.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 7,Non,Non,13                            TOPS,Intel Arrow-Lake-S,1.65                            kg,Intel Core Ultra 9,217.9                            mm,"2 X                                                                                                                             
                                                                                    2880 x 1800 pixels",Oui,Windows 11 Famille,Oui,,14                            pouces,32                            Go,32                            Go,,120 Hz,Bluetooth 5.4,Non,OLED tactile,Dalle OLED,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 9 285H (6 Performance-Cores 5.4 GHz Turbo + 8 Efficient-Cores 4.5 GHz Turbo + 2 Cores faible consommation énergétique - 22 Threads - Cache 24 Mo),,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/10/59/LD0006105930_0006105980_0006154325_0006196664_0006248809.jpg,2299€95,https://www.ldlc.com/fiche/PB00686557.html,,,,,,,,,,,0,0,1,0,0,1,Core Ultra 9 285H,2074,22212,Intel Arc Graphics 140T,1.0,1,2299.95,9.657601252201136,0.0004347920606969
195,195,,Non,75                            Wh,Oui,,Intel Arc Graphics,Non,Non,SSD 1 To,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Gris,0.83                            W/kg,0.83                            W/kg,Oui,Non,SSD 1 To,Sans disque secondaire,,ASUS Zenbook DUO UX8406MA-PZ193W,Oui,Oui,,,19.9                            mm,14.6                            mm,Microsoft Windows 11,16/10,3.8                            GHz,,Intel Arc,ASUS Zenbook,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,7.5,Non,M.2 - PCI-E 4.0 4x,Français,313.5                            mm,Aucun,Non,Aucun,Français,400                            nit(s),"ASUS

                      ASUS",Intel,,Non,90NB12U1-M00CR0,Intel AI Boost,Non,Non,1.0,4.0,16.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 6E,Non,Non,,Intel Meteor Lake,1.65                            kg,Intel Core Ultra 9,217.9                            mm,"2 X                                                                                                                             
                                                                                    2880 x 1800 pixels",Oui,Windows 11 Famille,Oui,,14                            pouces,32                            Go,32                            Go,,120 Hz,Bluetooth 5.3,Non,OLED,Dalle OLED,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 9 185H (6 Performance-Cores 3.8 GHz / 5.1 GHz Turbo + 8 Efficient-Cores 1.8 GHz / 3.8 GHz Turbo + 2 Cores faible consommation énergétique - 22 Threads - Cache 24 Mo),,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/10/59/LD0006105930_0006105980.jpg,2299€95,https://www.ldlc.com/fiche/PB00591753.html,,,,,,,,,,,0,0,1,0,0,1,Core Ultra 9 185H,1809,18420,Intel Arc Graphics,1.0,1,2299.95,8.00886975803822,0.0004347920606969
196,196,,Non,75                            Wh,Oui,,Intel Arc Graphics,Non,Non,SSD 1 To,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0",Gris,0.83                            W/kg,0.83                            W/kg,Oui,Non,SSD 1 To,Sans disque secondaire,,ASUS Zenbook Duo UX8406MA-QL032W,Oui,Oui,,,19.9                            mm,14.6                            mm,Microsoft Windows 11,16/10,3.8                            GHz,,Intel Arc,ASUS Zenbook,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,7.5,Non,M.2 - PCI-E 4.0 4x,Français,313.5                            mm,Aucun,Non,Aucun,Français,400                            nit(s),"ASUS

                      ASUS",Intel,,Non,90NB12U1-M00BL0,Intel AI Boost,Non,Non,1.0,4.0,16.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 6E,Non,Non,,Intel Meteor Lake,1.65                            kg,Intel Core Ultra 7,217.9                            mm,"2 X                                                                                                                             
                                                                                    1920 x 1200 pixels",Oui,Windows 11 Famille,Oui,,14                            pouces,16                            Go,16                            Go,,60 Hz,Bluetooth 5.3,Non,OLED,Dalle OLED,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 7 155H (6 Performance-Cores 3.8 GHz / 4.8 GHz Turbo + 10 Efficient-Cores 1.8 GHz / 3.5 GHz Turbo - 22 Threads - Cache 24 Mo),,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/10/59/LD0006105930.jpg,1999€95,https://www.ldlc.com/fiche/PB00591748.html,,,,,,,,,,,0,0,1,0,0,1,Core Ultra 7 155H,1795,15043,Intel Arc Graphics,1.0,1,1999.95,7.521688042201055,0.0005000125003125
197,197,,Non,76                            Wh,Non,,NVIDIA GeForce RTX 4050,Non,Oui,SSD 1 To,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.1, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",Noir,0.99                            W/kg,0.99                            W/kg,Oui,Non,SSD 1 To,Sans disque secondaire,,ASUS ZenBook Pro 14 Duo BX8402VU-P1100X,Oui,Oui,,,19.6                            mm,17.9                            mm,Microsoft Windows 11,16/10,4.7                            GHz,,NVIDIA GeForce RTX 40 series,ASUS Zenbook,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,7.4,Oui,M.2 - PCI-E 4.0 4x,Français,323.5                            mm,Aucun,Non,Aucun,Français,550                            nit(s),"ASUS

                      ASUS",Intel,,Non,90NB10X2-M00690,,Non,Oui,1.0,4.0,12.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 6E,Non,Oui,,Intel Raptor Lake,1.75                            kg,Intel Core i5,224.7                            mm,2880 x 1800 pixels,Oui,Windows 11 Professionnel,Oui,,14.5                            pouces,16                            Go,16                            Go,6                            Go,90 Hz,Bluetooth 5.3,Non,OLED,Dalle OLED,SSD (Solid State Drive),Intégrés,DDR5,Intel Core i5-13500H (4 Performance-Cores 4.7 GHz Turbo + 8 Efficient-Cores 3.5 GHz Turbo - 16 Threads - Cache 18 Mo),GDDR6,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/05/96/93/LD0005969398_0005981128_0006009717_0006078531_0006130558_0006150606.jpg,1799€95,https://www.ldlc.com/fiche/PB00627236.html,,,,,,,,,,,1,0,0,0,0,1,Core i5 13500H,1745,14340,RTX 4050,81436.0,8214,1799.95,7.966887969110253,24.903469540820577
198,198,,Non,76                            Wh,Non,,NVIDIA GeForce RTX 4050,Non,Oui,SSD 1 To,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.1, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",Noir,0.99                            W/kg,0.99                            W/kg,Oui,Non,SSD 1 To,Sans disque secondaire,,ASUS ZenBook Pro 14 Duo BX8402VU-P1103X,Oui,Oui,,,19.6                            mm,17.9                            mm,Microsoft Windows 11,16/10,5                            GHz,,NVIDIA GeForce RTX 40 series,ASUS Zenbook,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,7.4,Oui,M.2 - PCI-E 4.0 4x,Français,323.5                            mm,Aucun,Non,Aucun,Français,550                            nit(s),"ASUS

                      ASUS",Intel,,Non,90NB10X2-M006J0,,Non,Oui,1.0,4.0,14.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 6E,Non,Oui,,Intel Raptor Lake,1.75                            kg,Intel Core i7,224.7                            mm,2880 x 1800 pixels,Oui,Windows 11 Professionnel,Oui,,14.5                            pouces,16                            Go,16                            Go,6                            Go,90 Hz,Bluetooth 5.3,Non,OLED,Dalle OLED,SSD (Solid State Drive),Intégrés,DDR5,Intel Core i7-13700H (6 Performance-Cores 5 GHz Turbo + 8 Efficient-Cores 3.7 GHz Turbo - 20 Threads - Cache 24 Mo),GDDR6,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/05/96/93/LD0005969398_0005981128_0006009717_0006078531_0006130558.jpg,1799€95,https://www.ldlc.com/fiche/PB00610687.html,,,,,,,,,,,1,0,0,0,0,1,Core i7 13700H,1863,15541,RTX 4050,81436.0,8214,1799.95,8.634128725797938,24.903469540820577
199,199,,Non,76                            Wh,Non,,NVIDIA GeForce RTX 4060,Non,Oui,SSD 1 To,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.1, 1 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle",Noir,1.108                            W/kg,1.108                            W/kg,Oui,Non,SSD 1 To,Sans disque secondaire,,ASUS Zenbook Pro 14 OLED BX6404VV-P4106X,Oui,Non,,,,17.9                            mm,Microsoft Windows 11,16/10,5                            GHz,,NVIDIA GeForce RTX 40 series,ASUS Zenbook,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,8.3,Non,M.2 - PCI-E NVMe,Français,321.8                            mm,Aucun,Non,SD (Secure Digital),Français,400                            nit(s),"ASUS

                      ASUS",Intel,,Non,90NB11J2-M006H0,,Non,Oui,1.0,4.0,14.0,1.0,1.0,1.0,AZERTY,,Wi-Fi 6E,Non,Non,,Intel Raptor Lake-S,1.6                            kg,Intel Core i7,223.3                            mm,2880 x 1800 pixels,Oui,Windows 11 Professionnel,Oui,,14.5                            pouces,16                            Go,32                            Go,8                            Go,90 Hz,Bluetooth 5.3,Non,OLED,Dalle OLED,SSD (Solid State Drive),Intégrés,DDR5,Intel Core i7-13700H (6 Performance-Cores 5 GHz Turbo + 8 Efficient-Cores 3.7 GHz Turbo - 20 Threads - Cache 24 Mo),GDDR6,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/03/53/LD0006035350_0006035645_0006104706_0006109215.jpg,1999€95,https://www.ldlc.com/fiche/PB00592903.html,,,,,,,,,,,1,0,0,0,1,0,Core i7 13700H,1863,15541,RTX 4060,97986.0,10416,1999.95,7.770694267356684,27.101177529438235
200,200,,Non,63                            Wh,Oui,,Intel Graphics,Non,Oui,SSD 1 To,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.1, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle",,1.433                            W/kg,1.433                            W/kg,Oui,Non,SSD 1 To,Sans disque secondaire,,ASUS Zenbook S 13 OLED BX5304MA-NQ125X,Oui,Non,,,11.8                            mm,10.9                            mm,Microsoft Windows 11,16/10,3.8                            GHz,,Intel UHD,ASUS Zenbook,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,8.3,Oui,M.2 - PCI-E NVMe,Français,296.2                            mm,Aucun,Non,Aucun,Français,,"ASUS

                      ASUS",Intel,,Non,90NB12V2-M00700,Intel AI Boost,Non,Non,1.0,4.0,12.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 6E,Non,Non,,Intel Meteor Lake,1                            kg,Intel Core Ultra 7,216.3                            mm,2880 x 1800 pixels,Oui,Windows 11 Professionnel,Oui,,13.3                            pouces,16                            Go,16                            Go,,90 Hz,Bluetooth 5.3,Non,OLED,Dalle OLED,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 7 155U (2 Performance-Cores 1.7 GHz / 4.8 GHz Turbo + 8 Efficient-Cores 1.2 GHz / 3.8 GHz Turbo + 2 Cores à faible consommation d'énergie - 14 Threads - Cache 12 Mo),,Non,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/10/91/LD0006109104_0006109901.jpg,1199€95,https://www.ldlc.com/fiche/PB00592995.html,,,,,,,,,,,1,0,0,0,0,1,Core Ultra 7 155U,1730,9878,Intel Graphics,1.0,1,1199.95,8.23200966706946,0.0008333680570023
201,201,,Non,67                            Wh,Oui,,AMD Radeon Graphics,Non,Oui,SSD 1 To,"2 X                                                                                                                                                                                                 
                                                                                    USB 4 Type C, 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",Bleu,0.261                            W/kg,0.261                            W/kg,Oui,Non,SSD 1 To,Sans disque secondaire,,ASUS Zenbook S 13 OLED UM5302LA-LV040W,Oui,Non,,14.9                            mm,,,Microsoft Windows 11,16/10,3.3                            GHz,,AMD Radeon,ASUS Zenbook,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,8.2,Non,M.2 - PCI-E,Français,296.7                            mm,Aucun,Oui,Aucun,Français,600                            nit(s),"ASUS

                      ASUS",AMD,,Non,90NB1233-M001F0,AMD XDNA,Non,Non,,4.0,8.0,1.0,1.0,,AZERTY,,Wi-Fi 6E,Non,Oui,10                            TOPS,,1                            kg,AMD Ryzen 7,210.5                            mm,2880 x 1800 pixels,Oui,Windows 11 Famille,Oui,,13.3                            pouces,16                            Go,16                            Go,,60 Hz,Bluetooth 5.3,Non,OLED,Dalle OLED,SSD (Solid State Drive),Intégrés,DDR5,AMD Ryzen 7 7840U (Octo Core 3.3 GHz / 5.1 GHz Turbo - 16 Threads - Cache 16 Mo),,Oui,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/05/06/LD0006050672.jpg,1399€95,https://www.ldlc.com/fiche/PB00561771.html,,,,,,,,,,,1,0,0,0,0,1,Ryzen 7 7840U,1754,12883,Radeon Graphics,1.0,1,1399.95,9.202471516839887,0.0007143112254009
202,202,,Non,67                            Wh,Oui,,AMD Radeon Graphics,Non,Oui,SSD 512 Go,"2 X                                                                                                                                                                                                 
                                                                                    USB 4 Type C, 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",Bleu,0.261                            W/kg,0.261                            W/kg,Oui,Non,SSD 512 Go,Sans disque secondaire,,ASUS Zenbook S 13 OLED UM5302LA-LX118X,Oui,Non,,14.9                            mm,,,Microsoft Windows 11,16/10,3.3                            GHz,,AMD Radeon,ASUS Zenbook,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,8.2,Non,M.2 - PCI-E,Français,296.7                            mm,Aucun,Oui,Aucun,Français,400                            nit(s),"ASUS

                      ASUS",AMD,,Non,90NB1231-M004E0,AMD XDNA,Non,Non,,4.0,8.0,1.0,1.0,,AZERTY,,Wi-Fi 6E,Non,Oui,10                            TOPS,,1                            kg,AMD Ryzen 7,210.5                            mm,2880 x 1800 pixels,Oui,Windows 11 Professionnel,Oui,,13.3                            pouces,16                            Go,16                            Go,,60 Hz,Bluetooth 5.3,Non,OLED,Dalle OLED,SSD (Solid State Drive),Intégrés,DDR5,AMD Ryzen 7 7840U (Octo Core 3.3 GHz / 5.1 GHz Turbo - 16 Threads - Cache 16 Mo),,Oui,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/05/06/LD0006050672_0006252807.jpg,999€95,https://www.ldlc.com/fiche/PB00690260.html,,,,,,,,,,,1,0,0,0,0,1,Ryzen 7 7840U,1754,12883,Radeon Graphics,1.0,1,999.95,12.88364418220911,0.0010000500025001
203,203,,Non,72                            Wh,Oui,,Intel Arc Graphics 140V,Non,Oui,SSD 512 Go,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.1",Gris,0.31                            W/kg,0.31                            W/kg,Oui,Non,SSD 512 Go,Sans disque secondaire,Consulter la documentation,ASUS Zenbook S 14 OLED Copilot+ PC UX5406SA-PV043W,Oui,Non,Aucun,,12.9                            mm,11.9                            mm,Microsoft Windows 11,16/10,4.8                            GHz,,Intel Arc,ASUS Zenbook,5 ans vendeur,Voir les modalités,Non,8.3,Oui,M.2 - PCI-E NVMe,Français,310.3                            mm,Aucun,Non,,Français,400                            nit(s),"ASUS

                      ASUS",Intel,,Non,90NB14F1-M001J0,Intel AI Boost,Non,Non,1.0,4.0,8.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 7,Non,Non,47                            TOPS,Intel Lunar Lake,1.2                            kg,Intel Core Ultra 7,214.7                            mm,2880 x 1800 pixels,Oui,Windows 11 Famille,Oui,,14                            pouces,16                            Go,16                            Go,,120 Hz,Bluetooth 5.4,Non,OLED,Dalle OLED,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 7 256V (4 Performance-Cores 2.2 GHz / 4.8 GHz Turbo + 4 Cores à faible consommation d'énergie 2.2 GHz / 3.7 GHz Turbo - 8 Threads - Cache 12 Mo),,Oui,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/22/85/LD0006228540.jpg,1599€95,https://www.ldlc.com/fiche/PB00644103.html,,,,,,,,,,,0,0,0,0,0,1,Core Ultra 7 256V,1888,10579,Intel Arc Graphics 140V,1.0,1,1599.95,6.612081627550861,0.0006250195318603
204,204,,Non,72                            Wh,Oui,,Intel Arc Graphics 140V,Non,Oui,SSD 1 To,"1 X                                                                                                                                                                                                 
                                                                                    USB 3.1, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",Blanc,0.31                            W/kg,0.31                            W/kg,Oui,Non,SSD 1 To,Sans disque secondaire,Consulter la documentation,ASUS Zenbook S 14 OLED Copilot+ PC UX5406SA-PV387X,Oui,Non,Aucun,,12.9                            mm,11.9                            mm,Microsoft Windows 11,16/10,4.8                            GHz,,Intel Arc,ASUS Zenbook,5 ans vendeur,Voir les modalités,Non,8.3,Oui,M.2 - PCI-E NVMe,Français,310.3                            mm,Aucun,Non,,Français,400                            nit(s),"ASUS

                      ASUS",Intel,,Non,90NB14F2-M00LK0,Intel AI Boost,Non,Non,1.0,4.0,8.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 7,Non,Non,47                            TOPS,Intel Lunar Lake,1.2                            kg,Intel Core Ultra 7,214.7                            mm,2880 x 1800 pixels,Oui,Windows 11 Professionnel,Oui,,14                            pouces,32                            Go,32                            Go,,120 Hz,Bluetooth 5.4,Non,OLED,Dalle OLED,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 7 258V (4 Performance-Cores 2.2 GHz / 4.8 GHz Turbo + 4 Cores à faible consommation d'énergie 2.2 GHz / 3.7 GHz Turbo - 8 Threads - Cache 12 Mo),,Oui,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/22/85/LD0006228538.jpg,1749€95,https://www.ldlc.com/fiche/PB00670165.html,,,,,,,,,,,0,0,0,0,0,1,Core Ultra 7 258V,1948,10867,Intel Arc Graphics 140V,1.0,1,1749.95,6.209891711191748,0.0005714448984256
205,205,,Non,72                            Wh,Oui,,Intel Arc Graphics 140V,Non,Oui,SSD 1 To,"1 X                                                                                                                                                                                                 
                                                                                    USB 3.1, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",Gris,0.31                            W/kg,0.31                            W/kg,Oui,Non,SSD 1 To,Sans disque secondaire,,ASUS Zenbook S 14 OLED Copilot+ PC UX5406SA-PZ434W,Oui,Oui,Aucun,,12.9                            mm,11.9                            mm,Microsoft Windows 11,16/10,4.8                            GHz,,Intel Arc,ASUS Zenbook,5 ans vendeur,Voir les modalités,Non,8.3,Oui,M.2 - PCI-E NVMe,Français,310.3                            mm,Aucun,Non,,Français,400                            nit(s),"ASUS

                      ASUS",Intel,,Non,90NB14F3-M00S40,Intel AI Boost,Non,Non,,4.0,8.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 7,Non,Non,47                            TOPS,Intel Lunar Lake,1.2                            kg,Intel Core Ultra 7,214.7                            mm,2880 x 1800 pixels,Oui,Windows 11 Famille,Oui,,14                            pouces,32                            Go,32                            Go,,120 Hz,Bluetooth 5.4,Non,OLED,Dalle OLED,SSD (Solid State Drive),Intégrés,DDR5,Intel Core Ultra 7 258V (4 Performance-Cores 2.2 GHz / 4.8 GHz Turbo + 4 Cores à faible consommation d'énergie 2.2 GHz / 3.7 GHz Turbo - 8 Threads - Cache 12 Mo),,Oui,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/22/85/LD0006228540_0006240108.jpg,1749€95,https://www.ldlc.com/fiche/PB00678195.html,,,,,,,,,,,0,0,0,0,0,1,Core Ultra 7 258V,1948,10867,Intel Arc Graphics 140V,1.0,1,1749.95,6.209891711191748,0.0005714448984256
206,206,,Non,78                            Wh,Oui,,AMD Radeon 860M,Non,Oui,SSD 1 To,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    USB 4 Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.1",Gris,0.298                            W/kg,0.298                            W/kg,Oui,Non,SSD 1 To,Sans disque secondaire,Consulter la documentation,ASUS Zenbook S 16 OLED UM5606KA-RK002W,Oui,Non,Aucun,,1.29                            mm,1.19                            mm,Microsoft Windows 11,16/10,5                            GHz,,AMD Radeon,ASUS Zenbook,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,Non,8.3,Non,"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 4.0 4x",Français,353.6                            mm,Aucun,Non,SD (Secure Digital),Français,400                            nit(s),"ASUS

                      ASUS",AMD,,Non,90NB1521-M00170,AMD XDNA,Non,Non,1.0,4.0,8.0,1.0,1.0,0.0,AZERTY,,Wi-Fi 7,Non,Non,50                            TOPS,AMD Zen 5,1.5                            kg,AMD Ryzen 7,243                            mm,2880 x 1800 pixels,Oui,Windows 11 Famille,Oui,,16                            pouces,16                            Go,16                            Go,,120 Hz,Bluetooth 5.4,Non,OLED,Dalle OLED,SSD (Solid State Drive),Intégrés,DDR5,AMD Ryzen AI 7 350 (8-Core 2 GHz / 5 GHz Turbo - 16 Threads - Cache 16 Mo),,Oui,Non,Oui,https://media.ldlc.com/r1600/ld/products/00/06/20/74/LD0006207444.jpg,1799€95,https://www.ldlc.com/fiche/PB00663748.html,,,,,,,,,,,0,0,0,0,0,1,Ryzen AI 7 350,1943,14607,Radeon 860M,25630.0,1,1799.95,8.115225422928415,7.119919997777716
