name,url_pc,Désignation,Marque,Modèle,Système d'exploitation,Famille OS,Langue de l'OS,Système d'exploitation fourni,Marque processeur,Processeur,Type de processeur,Fréquence CPU,Nombre de core,Taille de la mémoire,Nombre de barrettes,Nombre de slots mémoire disponibles,Type de mémoire,Fréquence(s) Mémoire,Taille de mémoire Max,GPU series,Chipset graphique,Max-Q (Design GPU),NVIDIA Studio,Ecran tactile,Type de Dalle,Type d'écran,Taille de l'écran,Résolution Max,Format de l'écran,Ecran large,Dalle mate/antireflets,Dalle brillante,NVIDIA G-SYNC,VR Ready (réalité virtuelle),Taux de rafraîchissement,Luminosité,Configuration disque(s),Disque fourni,Disque secondaire,Type de Disque,Interface du disque dur,Nombre de disques,Nombre de disques max,Lecteur Optique,Lecteur de cartes,Norme(s) réseau,Norme(s) réseau sans-fil,Technologie Intel vPro,Sans-fil,Webcam,Type de H.P,Type d'activités,Intel Evo,Norme du clavier,Localisation,Clavier rétroéclairé,Clavier RGB,Pavé numérique,Lecteur biométrique,Office fourni,Connecteur(s) disponible(s),Matériau,Couleur,Profondeur,Largeur,Epaisseur,Poids,Gamme,Ultrabook,Hybride / Convertible,DAS tronc,DAS membres,Indice réparabilité (sur 10),Définition de l'indice,Autonomie,Capacité de la batterie,Nombre de cellules,Batterie amovible,Charge de la batterie par USB-C,Garantie commerciale,Garantie légale,Disponibilité des pièces détachées,Personne responsable,Adresse postale,Adresse électronique,Documentation,img_url,price,Technologie Bluetooth,Performances NPU (en milliard d'opérations par seconde),Emplacement(s) libre(s) pour disque dur,AI Ready,Epaisseur Avant,Epaisseur Arrière,Taille mémoire vidéo,Type mémoire vidéo,NPU (Neural Processing Unit),TGP (Total Graphics Power),Accessoires Supplémentaires,Chipset
ASUS Vivobook 17 S1704ZA-BX633W,https://www.ldlc.com/fiche/PB00653085.html,ASUS Vivobook 17 S1704ZA-BX633W,"ASUS

                      ASUS",90NB10F1-M009B0,Windows 11 Famille,Microsoft Windows 11,Français,Oui,Intel,Intel Pentium,Intel Pentium Gold 8505 (1 Performance-core 4.4 GHz Turbo + 4 Efficient-cores 3.3 GHz Turbo - 6 Threads - Cache 8 Mo),4.4                            GHz,5,8                            Go,1,1,DDR4,,16                            Go,Intel UHD,Intel UHD Graphics,Non,Non,Non,Dalle TN,LED,17.3                            pouces,1600 x 900 pixels,16/9,Oui,Oui,Non,Non,Non,60 Hz,250                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,1,Aucun,Aucun,,Wi-Fi AC,Non,Oui,Oui,Intégrés,"Bureautique, Multimédia",Non,AZERTY,Français,Non,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 2.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0 Type C",,Argent,254.3                            mm,399.3                            mm,19.9                            mm,2.1                            kg,ASUS Vivobook,Non,Non,0.749                            W/kg,0.749                            W/kg,7.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,50                            Wh,3,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,ASUS Computer GmbH,"Harkort STR. 21-23, 40880 RATINGEN, GERMANY",ProducSafety@asus.com,,https://media.ldlc.com/r1600/ld/products/00/06/02/36/LD0006023671_0006055077_0006058542_0006186829.jpg, 649€95,Bluetooth 5.1,,,,,,,,,,,
ASUS Vivobook 17 X1704VA-AU674W,https://www.ldlc.com/fiche/PB00685098.html,ASUS Vivobook 17 X1704VA-AU674W,"ASUS

                      ASUS",90NB13X1-M004D0,Windows 11 Famille,Microsoft Windows 11,Français,Oui,Intel,Intel Core i3,Intel Core i3-1315U (2 Performance-Cores jusqu'à 4.5 GHz + 4 Efficient-Cores jusqu'à 3.3 GHz - 8 Threads - Cache 10 Mo),3.3                            GHz,6,8                            Go,,,DDR4,,,Intel UHD,Intel UHD Graphics,Non,Non,Non,Dalle IPS,LED,17.3                            pouces,1920 x 1080 pixels,16/9,Oui,Oui,Non,Non,Non,60 Hz,250                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,1,Aucun,Aucun,,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,"Multimédia, Bureautique",Non,AZERTY,Français,Non,Non,Oui,Non,Non,"2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    USB 2.0, 1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0 Type C",,Argent,254.3                            mm,399.3                            mm,19.9                            mm,2.1                            kg,ASUS Vivobook,Non,Non,0.581                            W/kg,0.581                            W/kg,9.2,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,50                            Wh,3,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,ASUS Computer GmbH,"Harkort STR. 21-23, 40880 RATINGEN, GERMANY",ProducSafety@asus.com,,https://media.ldlc.com/r1600/ld/products/00/06/24/56/LD000624_00062456885678, 649€95,Bluetooth 5.2,,,,,,,,,,,
ASUS Vivobook 17 X1704VA-AU750W,https://www.ldlc.com/fiche/PB00685635.html,ASUS Vivobook 17 X1704VA-AU750W,"ASUS

                      ASUS",90NB13X1-M00620,Windows 11 Famille,Microsoft Windows 11,Français,Oui,Intel,Intel Core i7,Intel Core i7-1355U (2 Performance-Cores 5 GHz Turbo + 8 Efficient-Cores 3.7 GHz Turbo - 12 Threads - Cache 12 Mo),5                            GHz,10,24                            Go,,,DDR4,,24                            Go,Intel Iris,Intel Iris Xe Graphics,Non,Non,Non,Dalle IPS,LED,17.3                            pouces,1920 x 1080 pixels,16/9,Oui,Oui,Non,Non,Non,60 Hz,250                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,1,Aucun,Aucun,,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,"Multimédia, Bureautique",Non,AZERTY,Français,Oui,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    USB 2.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0 Type C",,Argent,254.3                            mm,399.3                            mm,19.9                            mm,2.1                            kg,ASUS Vivobook,Non,Non,0.581                            W/kg,0.581                            W/kg,9.2,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,50                            Wh,3,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,ASUS Computer GmbH,"Harkort STR. 21-23, 40880 RATINGEN, GERMANY",ProducSafety@asus.com,,https://media.ldlc.com/r1600/ld/products/00/06/24/56/LD000624_00062470895678, 649€95,Bluetooth 5.2,,,,,,,,,,,
ASUS Vivobook 17 X1704VA-AU808W,https://www.ldlc.com/fiche/PB00685096.html,ASUS Vivobook 17 X1704VA-AU808W,"ASUS

                      ASUS",90NB13X1-M007N0,Windows 11 Famille,Microsoft Windows 11,Français,Oui,Intel,Intel Core 5,Intel Core 5-120U (2 Performance-Cores 1.4 GHz / 5.0 GHz Turbo + 8 Efficient-Cores 0.9 GHz / 3.8 GHz Turbo - 12 Threads - Cache 12 Mo),1.4                            GHz,10,16                            Go,,,DDR4,,16                            Go,Intel Graphics,Intel Graphics,Non,Non,Non,Dalle IPS,LED,17.3                            pouces,1920 x 1080 pixels,16/9,Oui,Oui,Non,Non,Non,60 Hz,250                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,1,Aucun,Aucun,,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,"Multimédia, Bureautique",Non,AZERTY,Français,Non,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    USB 3.0 Type C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    USB 2.0, 1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle",,Argent,254.3                            mm,399.3                            mm,19.9                            mm,2.1                            kg,ASUS Vivobook,Non,Non,0.581                            W/kg,0.581                            W/kg,9.2,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,50                            Wh,3,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,ASUS Computer GmbH,"Harkort STR. 21-23, 40880 RATINGEN, GERMANY",ProducSafety@asus.com,,https://media.ldlc.com/r1600/ld/products/00/06/24/56/LD0006245678, 649€95,Bluetooth 5.2,,,,,,,,,,,
ASUS Vivobook 18 M1807HA-S8116W,https://www.ldlc.com/fiche/PB00674396.html,ASUS Vivobook 18 M1807HA-S8116W,"ASUS

                      ASUS",90NB15P1-M007U0,Windows 11 Famille,Microsoft Windows 11,Français,Oui,AMD,AMD Ryzen 7,AMD Ryzen 7 8845HS (Octo Core 3.8 GHz / 5.1 GHz Turbo - 16 Threads - Cache 16 Mo),5.1                            GHz,8,32                            Go,2,0,DDR5,,32                            Go,AMD Radeon,AMD Radeon 780M,Non,Non,Non,Dalle IPS,LED,18                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,144 Hz,300                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1,1,Aucun,Aucun,,Wi-Fi 6 AX,Non,Oui,Oui,Intégrés,Professionnel,Non,AZERTY,Français,Oui,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Bleu,274.5                            mm,402.5                            mm,,2.6                            kg,ASUS Vivobook,Non,Non,,,8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,70                            Wh,4,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,ASUS Computer GmbH,"Harkort STR. 21-23, 40880 RATINGEN, GERMANY",ProducSafety@asus.com,,https://media.ldlc.com/r1600/ld/products/00/06/22/92/LD0006229235_0006230664.jpg, 649€95,Bluetooth 5.3,16                            TOPS,Aucun,Oui,18.6                            mm,19.9                            mm,,,AMD XDNA,,,
ASUS VivoBook Go 14 E1404GA-NK383W,https://www.ldlc.com/fiche/PB00691200.html,ASUS VivoBook Go 14 E1404GA-NK383W,"ASUS

                      ASUS",90NB0ZW2-M00N30,Windows 11 Famille,Microsoft Windows 11,Français,Oui,Intel,Intel Core i3,Intel Core i3-N305 (Octo-Core 3.8 GHz Turbo - Cache 6 Mo),3.8                            GHz,8,8                            Go,,,DDR4,,8                            Go,Intel UHD,Intel UHD Graphics,Non,Non,Non,Dalle TN,LED,14                            pouces,1920 x 1080 pixels,16/9,Oui,Oui,Non,Non,Non,60 Hz,250                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 3.0 4x,1,1,Aucun,,,Wi-Fi 6E,Non,Oui,Oui,Intégrés,Bureautique,Non,AZERTY,Français,Non,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    USB 3.0 Type C, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    USB 2.0, 1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle",,Noir,213.9                            mm,325.5                            mm,17.9                            mm,1.38                            kg,ASUS Vivobook,Non,Non,0.48                            W/kg,0.48                            W/kg,8.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,42                            Wh,3,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,ASUS Computer GmbH,"Harkort STR. 21-23, 40880 RATINGEN, GERMANY",ProducSafety@asus.com,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/02/78/LD0006027809_0006050690_0006050714_0006108757_0006255681.jpg, 649€95,Bluetooth 5.3,,Aucun,,,,,,,,,
ASUS Vivobook Go 15 S1504GA-NJ875W,https://www.ldlc.com/fiche/PB00669594.html,ASUS Vivobook Go 15 S1504GA-NJ875W,"ASUS

                      ASUS",90NB0ZT2-M01JJ0,Windows 11 mode S,Microsoft Windows 11,Français,Oui,Intel,Intel Core i3,Intel Core i3-N305 (Octo-Core 3.8 GHz Turbo - Cache 6 Mo),3.8                            GHz,8,8                            Go,1,0,DDR4,,8                            Go,Intel UHD,Intel UHD Graphics,Non,Non,Non,Dalle IPS,LED,15.6                            pouces,1920 x 1080 pixels,16/9,Oui,Oui,Non,Non,Non,60 Hz,250                            nit(s),UFS 256 Go,UFS 256 Go,Sans disque secondaire,eMMC (Puce à mémoire Flash),,1,1,Aucun,Aucun,,Wi-Fi AC,Non,Oui,Oui,Intégrés,"Multimédia, Bureautique",Non,AZERTY,Français,Non,Non,Oui,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB 2.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    USB 3.0 Type C",,Noir,232.5                            mm,360.3                            mm,17.9                            mm,1.63                            kg,ASUS Vivobook,Non,Non,,,8.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,42                            Wh,3,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,ASUS Computer GmbH,"Harkort STR. 21-23, 40880 RATINGEN, GERMANY",ProducSafety@asus.com,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/07/11/LD0006071179_0006109888_0006125821_0006217427.jpg, 649€95,Bluetooth 5.1,,Aucun,,,,,,,,,
ASUS Vivobook Pro 15 OLED N6506CU-MA001X,https://www.ldlc.com/fiche/PB00690453.html,ASUS Vivobook Pro 15 OLED N6506CU-MA001X,"ASUS

                      ASUS",90NB15E3-M00020,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 7,Intel Core Ultra 7 255HX (8 Performance-Cores 2.4 GHz / 5.2 GHz Turbo + 12 Efficient-Cores 1.8 GHz / 4.5 GHz Turbo - 20 Threads - Cache 36 Mo),5.2                            GHz,20,24                            Go,2,0,DDR5,,,NVIDIA GeForce RTX 40 series,NVIDIA GeForce RTX 4050,Non,Oui,Non,Dalle OLED,OLED,16                            pouces,2880 x 1620 pixels,16/9,Oui,Non,Oui,Non,Non,120 Hz,400                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,,Aucun,SD (Secure Digital),,Wi-Fi 6E,Non,Oui,Oui,Intégrés,Professionnel,Non,AZERTY,Français,Oui,Non,Oui,Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Noir,235.3                            mm,355.7                            mm,,1.8                            kg,ASUS Vivobook,Non,Non,0.338                            W/kg,0.338                            W/kg,8.4,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,75                            Wh,4,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,ASUS Computer GmbH,"Harkort STR. 21-23, 40880 RATINGEN, GERMANY",ProducSafety@asus.com,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/25/39/LD0006253939.jpg, 649€95,Bluetooth 5.3,13                            TOPS,,Oui,,,6                            Go,,Intel AI Boost,,,
ASUS Vivobook S 14 OLED M5406UA-QD093X,https://www.ldlc.com/fiche/PB00623260.html,ASUS Vivobook S 14 OLED M5406UA-QD093X,"ASUS

                      ASUS",90NB1461-M00640,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,AMD,AMD Ryzen 7,AMD Ryzen 7 8845HS (Octo Core 3.8 GHz / 5.1 GHz Turbo - 16 Threads - Cache 16 Mo),3.8                            GHz,16,16                            Go,1,0,DDR5,,16                            Go,AMD Radeon,AMD Radeon Graphics,Non,Non,Non,Dalle OLED,OLED,14                            pouces,1920 x 1200 pixels,16/10,Oui,Non,Oui,Non,Non,60 Hz,600                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,,Aucun,micro SD,,Wi-Fi 6E,Non,Oui,Oui,Intégrés,Professionnel,Non,AZERTY,Français,Oui,Non,Non,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle",,,310.5                            mm,221.9                            mm,,1.3                            kg,ASUS Vivobook,Non,Non,0.3                            W/kg,0.3                            W/kg,8.4,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,75                            Wh,4,Non,Non,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,ASUS Computer GmbH,"Harkort STR. 21-23, 40880 RATINGEN, GERMANY",ProducSafety@asus.com,,https://media.ldlc.com/r1600/ld/products/00/06/14/69/LD0006146958.jpg, 649€95,Bluetooth 5.3,16                            TOPS,,,13.9                            mm,15.9                            mm,,,AMD XDNA,,,
ASUS Vivobook S 14 OLED S5406KA-QD037W,https://www.ldlc.com/fiche/PB00684932.html,ASUS Vivobook S 14 OLED S5406KA-QD037W,"ASUS

                      ASUS",90NB15W1-M001C0,Windows 11 Famille,Microsoft Windows 11,Français,Oui,AMD,AMD Ryzen 7,AMD Ryzen AI 7 350 (8-Core 2 GHz / 5 GHz Turbo - 16 Threads - Cache 16 Mo),5                            GHz,8,16                            Go,1,0,DDR5,,16                            Go,AMD Radeon,AMD Radeon Graphics,Non,Non,Non,Dalle OLED,OLED,14                            pouces,1920 x 1200 pixels,16/10,Oui,Non,Oui,Non,Non,60 Hz,600                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,,Aucun,micro SD,,Wi-Fi 6E,Non,Oui,Oui,Intégrés,Professionnel,Non,AZERTY,Français,Oui,Non,Non,Non,Non,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 1 X                                                                                                                                                                                                 
                                                                                    USB4 (Type-C), 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C",,,310.5                            mm,221.9                            mm,,1.3                            kg,ASUS Vivobook,Non,Non,0.3                            W/kg,0.3                            W/kg,9.4,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,75                            Wh,4,Non,Oui,"2 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,ASUS Computer GmbH,"Harkort STR. 21-23, 40880 RATINGEN, GERMANY",ProducSafety@asus.com,,https://media.ldlc.com/r1600/ld/products/00/06/14/69/LD0006146958_0006210221_0006245292.jpg, 649€95,Bluetooth 5.3,50                            TOPS,,Oui,13.9                            mm,15.9                            mm,,,AMD XDNA,,,
